locatienaam,datum,frequentie,norm/eis,kritisch punt (onderwerp),locatie,advies: controlemiddel,hoofdfunctie,uitgevoerd,opmerking,ingevuld door,ingevuld op,schema afgesloten,appt nr. 1,appt nr. 2
Nieuwehagen (HW),2017-10-01,Maandelijks,Temperatuurmeting,keukenmengkraan,Spoelruimte Begane grond PG afdeling,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen.,WW,JA,,Servicedienst Nieuwehagen,2017-10-18 08:18:13,JA,,
Nieuwehagen (HW),2017-10-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 116 ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,,Servicedienst Nieuwehagen,2017-10-18 08:18:13,JA,116,
Nieuwehagen (HW),2017-10-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 116 ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,WW,JA,,Servicedienst Nieuwehagen,2017-10-18 08:18:13,JA,116,
Nieuwehagen (HW),2017-10-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 2.06 ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,,Servicedienst Nieuwehagen,2017-10-18 08:18:13,JA,2.06,
Nieuwehagen (HW),2017-10-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 2.06 ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,WW,JA,,Servicedienst Nieuwehagen,2017-10-18 08:18:13,JA,2.06,
Nieuwehagen (HW),2017-10-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 2.13 (flexplek) ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,,Servicedienst Nieuwehagen,2017-10-18 08:18:13,JA,2.13,
Nieuwehagen (HW),2017-10-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 2.13 (flexplek) ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen.,WW,JA,,Servicedienst Nieuwehagen,2017-10-18 08:18:13,JA,2.13,
Nieuwehagen (HW),2017-10-01,Maandelijks,Temperatuurmeting,tapkraan,Ruimte 239 ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,,Servicedienst Nieuwehagen,2017-10-18 08:18:13,JA,239,
Nieuwehagen (HW),2017-10-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 2.07/2.08 (behandelkamer) ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,,Servicedienst Nieuwehagen,2017-10-18 08:18:13,JA,2.07,2.08
Nieuwehagen (HW),2017-10-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 2.07/2.08 (behandelkamer) ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,WW,JA,,Servicedienst Nieuwehagen,2017-10-18 08:18:13,JA,2.07,2.08
Nieuwehagen (HW),2017-10-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 314 ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,,Servicedienst Nieuwehagen,2017-10-18 08:18:13,JA,314,
Nieuwehagen (HW),2017-10-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 314 ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,WW,JA,,Servicedienst Nieuwehagen,2017-10-18 08:18:13,JA,314,
Nieuwehagen (HW),2017-10-01,Maandelijks,Temperatuurmeting,Boiler: temperatuur,Ketelhuis (technische ruimte),Temperatuur van het uitgaande water periodiek controleren. Noteer deze in de kolom temperatuurmetingen  ,WWB,JA,,Servicedienst Nieuwehagen,2017-10-18 08:18:13,JA,,
Nieuwehagen (HW),2017-10-01,Maandelijks,Temperatuurmeting,Warmwatercirculatie-systeem / hoofdleiding:temperatuurcontrole,Ketelhuis (technische ruimte),"Temperatuur van het warmwatercirculatiesysteemcontroleren. Voer dit uit door het registreren van de temperatuur van het retour water, boven 60°C. Noteer deze in de kolom temperatuurmetingen",WWC,JA,,Servicedienst Nieuwehagen,2017-10-18 08:18:13,JA,,
Nieuwehagen (HW),2017-10-01,Maandelijks,Temperatuurmeting,Keukenmengkraan ,ruimte 0.31,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,,Servicedienst Nieuwehagen,2017-10-18 08:18:13,JA,0.31,
Nieuwehagen (HW),2017-10-01,Maandelijks,Temperatuurmeting,Keukenmengkraan, ruimte 0.31,Temperatuur controle. Noteer deze in de kolom temperatuurmetingen,WW,JA,,Servicedienst Nieuwehagen,2017-10-18 08:18:13,JA,0.31,
Nieuwehagen (HW),2017-10-01,Maandelijks,Temperatuurmeting,Keukenmengkraan ,personeelsruimte eerste verdieping,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,,Servicedienst Nieuwehagen,2017-10-18 08:18:13,JA,,
Nieuwehagen (HW),2017-10-01,Maandelijks,Temperatuurmeting,Keukenmengkraan close in boiler, personeelsruimte eerste verdieping,Temperatuur controle. Noteer deze in de kolom temperatuurmetingen,WW,JA,,Servicedienst Nieuwehagen,2017-10-18 08:18:13,JA,,
Nieuwehagen (HW),2017-10-01,Maandelijks,Temperatuurmeting,Warmwatercirculatie-systeem: deelringen,Systeem plafond begane grond,Temperatuur van het warme water periodiek controleren aan het eind van de deelcirculatie. Noteer deze in de kolom temperatuurmetingen,WWC,JA,,Servicedienst Nieuwehagen,2017-10-18 08:18:13,JA,,
Nieuwehagen (HW),2017-10-01,Maandelijks,Temperatuurmeting,Warmwatercirculatie-systeem: deelringen,Systeem plafond tweede verdieping,Temperatuur van het warme water periodiek controleren aan het eind van de deelcirculatie. Noteer deze in de kolom temperatuurmetingen,WWC,JA,,Servicedienst Nieuwehagen,2017-10-18 08:18:13,JA,,
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,douchemengkraan,Kleedruimte heren kelder ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,,
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,douchemengkraan,Kleedruimte heren kelder ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,WW,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,,
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,keukenmengkraan,Spoelruimte Begane grond PG afdeling ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen.,KW,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,,
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,keukenmengkraan,Spoelruimte Begane grond PG afdeling,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen.,WW,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,,
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 116 ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,116,
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 116 ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,WW,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,116,
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 2.06 ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,2.06,
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 2.06 ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,WW,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,2.06,
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 2.13 (flexplek) ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,2.13,
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 2.13 (flexplek) ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen.,WW,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,2.13,
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,tapkraan,Ruimte 239 ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,239,
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 2.07/2.08 (behandelkamer) ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,2.07,2.08
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 2.07/2.08 (behandelkamer) ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,WW,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,2.07,2.08
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 314 ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,314,
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 314 ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,WW,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,314,
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,Boiler: temperatuur,Ketelhuis (technische ruimte),Temperatuur van het uitgaande water periodiek controleren. Noteer deze in de kolom temperatuurmetingen  ,WWB,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,,
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,Warmwatercirculatie-systeem / hoofdleiding:temperatuurcontrole,Ketelhuis (technische ruimte),"Temperatuur van het warmwatercirculatiesysteemcontroleren. Voer dit uit door het registreren van de temperatuur van het retour water, boven 60°C. Noteer deze in de kolom temperatuurmetingen",WWC,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,,
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,Keukenmengkraan ,ruimte 0.31,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,0.31,
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,Keukenmengkraan, ruimte 0.31,Temperatuur controle. Noteer deze in de kolom temperatuurmetingen,WW,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,0.31,
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,Keukenmengkraan ,personeelsruimte eerste verdieping,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,,
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,Keukenmengkraan close in boiler, personeelsruimte eerste verdieping,Temperatuur controle. Noteer deze in de kolom temperatuurmetingen,WW,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,,
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,Warmwatercirculatie-systeem: deelringen,Systeem plafond begane grond,Temperatuur van het warme water periodiek controleren aan het eind van de deelcirculatie. Noteer deze in de kolom temperatuurmetingen,WWC,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,,
Nieuwehagen (HW),2017-11-01,Maandelijks,Temperatuurmeting,Warmwatercirculatie-systeem: deelringen,Systeem plafond tweede verdieping,Temperatuur van het warme water periodiek controleren aan het eind van de deelcirculatie. Noteer deze in de kolom temperatuurmetingen,WWC,JA,,Servicedienst Nieuwehagen,2017-11-28 13:00:37,JA,,
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,douchemengkraan,Kleedruimte heren kelder ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,"10,2",Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,,
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,douchemengkraan,Kleedruimte heren kelder ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,WW,JA,"63,8",Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,,
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,keukenmengkraan,Spoelruimte Begane grond PG afdeling ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen.,KW,JA,"11,2",Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,,
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,keukenmengkraan,Spoelruimte Begane grond PG afdeling,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen.,WW,JA,"62,4",Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,,
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 116 ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,"11,0",Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,116,
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 116 ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,WW,JA,"64,5",Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,116,
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 2.06 ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,"9,5",Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,2.06,
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 2.06 ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,WW,JA,"63,6",Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,2.06,
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 2.13 (flexplek) ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,"9,1",Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,2.13,
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 2.13 (flexplek) ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen.,WW,JA,"65,0",Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,2.13,
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,tapkraan,Ruimte 239 ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,"9,3",Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,239,
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 2.07/2.08 (behandelkamer) ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,"9,5",Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,2.07,2.08
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 2.07/2.08 (behandelkamer) ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,WW,JA,"63,4",Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,2.07,2.08
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 314 ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,"10,8",Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,314,
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte 314 ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,WW,JA,"64,3",Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,314,
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,Boiler: temperatuur,Ketelhuis (technische ruimte),Temperatuur van het uitgaande water periodiek controleren. Noteer deze in de kolom temperatuurmetingen  ,WWB,JA,"68,0",Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,,
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,Warmwatercirculatie-systeem / hoofdleiding:temperatuurcontrole,Ketelhuis (technische ruimte),"Temperatuur van het warmwatercirculatiesysteemcontroleren. Voer dit uit door het registreren van de temperatuur van het retour water, boven 60°C. Noteer deze in de kolom temperatuurmetingen",WWC,JA,"68,0",Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,,
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,Keukenmengkraan ,ruimte 0.31,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,"9,7",Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,0.31,
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,Keukenmengkraan, ruimte 0.31,Temperatuur controle. Noteer deze in de kolom temperatuurmetingen,WW,JA,"63,8",Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,0.31,
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,Keukenmengkraan ,personeelsruimte eerste verdieping,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,"10,7",Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,,
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,Keukenmengkraan close in boiler, personeelsruimte eerste verdieping,Temperatuur controle. Noteer deze in de kolom temperatuurmetingen,WW,JA,"68,8",Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,,
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,Warmwatercirculatie-systeem: deelringen,Systeem plafond begane grond,Temperatuur van het warme water periodiek controleren aan het eind van de deelcirculatie. Noteer deze in de kolom temperatuurmetingen,WWC,JA,kan niet in het systeem,Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,,
Nieuwehagen (HW),2017-12-01,Maandelijks,Temperatuurmeting,Warmwatercirculatie-systeem: deelringen,Systeem plafond tweede verdieping,Temperatuur van het warme water periodiek controleren aan het eind van de deelcirculatie. Noteer deze in de kolom temperatuurmetingen,WWC,JA,kan niet in het systeem,Servicedienst Nieuwehagen,2017-12-20 11:52:47,JA,,
Nieuwehagen (HW),2018-01-01,Maandelijks,Temperatuurmeting,douchemengkraan,Kleedruimte heren kelder ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,KW,JA,"10,9",Servicedienst Nieuwehagen,2018-01-24 12:57:14,JA,,
Nieuwehagen (HW),2018-01-01,Maandelijks,Temperatuurmeting,douchemengkraan,Kleedruimte heren kelder ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Noteer deze in de kolom temperatuurmetingen,WW,JA,"63,2",Servicedienst Nieuwehagen,2018-01-24 12:57:14,JA,,
