locatienaam,datum,frequentie,norm/eis,kritisch punt (onderwerp),locatie,advies: controlemiddel,hoofd- functie,uitgevoerd,opmerking,ingevuld door,ingevuld op,schema afgesloten,appt nr. 1,appt nr. 2
Nieuwehagen (HW),2017-02-06,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.07/2.08 (behandelkamer) wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,"25,2 / 13,1",Roland Rozenveld,2017-02-10 21:24:46,JA,2.07,2.08
Nieuwehagen (HW),2017-02-06,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.07/2.08 (behandelkamer) wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,"13,1 / 68,0",Roland Rozenveld,2017-02-10 21:24:46,JA,2.07,2.08
Nieuwehagen (HW),2017-02-06,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 314 wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,"21,4 / 9,3",Roland Rozenveld,2017-02-10 21:24:46,JA,314,
Nieuwehagen (HW),2017-02-06,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 314 wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,"9,3 / 66,9",Roland Rozenveld,2017-02-10 21:24:46,JA,314,
Nieuwehagen (HW),2017-02-06,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tappunten in Appartementen/kamers & kantoren die langer dan één week leeg staan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,"2.66 en 2.30
Extra spoelen na thermische reiniging",Roland Rozenveld,2017-02-10 21:24:46,JA,,
Nieuwehagen (HW),2017-02-06,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tappunten in Appartementen/kamers & kantoren die langer dan één week leeg staan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,"2.66 en 2.30
Extra spoelen na thermische reiniging",Roland Rozenveld,2017-02-10 21:24:46,JA,,
Nieuwehagen (HW),2017-02-06,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tapkraan boven het aanrecht in de huiskamer 2.42 tweede verdieping,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,"23,4 / 9,8",Roland Rozenveld,2017-02-10 21:24:46,JA,2.42,
Nieuwehagen (HW),2017-02-06,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tapkraan boven het aanrecht in de huiskamer 1.47 eerste verdieping,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,"24,3 / 11,6",Roland Rozenveld,2017-02-10 21:24:46,JA,1.47,
Nieuwehagen (HW),2017-02-06,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tapkraan boven het aanrecht in de eetkamer eerste verdieping,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,"22,5 / 12,8",Roland Rozenveld,2017-02-10 21:24:46,JA,,
Nieuwehagen (HW),2017-02-06,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tapkraan boven het aanrecht in de huiskamer 4 PG afdeling begane grond,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,"21,2 / 12,1",Roland Rozenveld,2017-02-10 21:24:46,JA,,
Nieuwehagen (HW),2017-02-13,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Kleedruimte heren kelder douchemengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,,
Nieuwehagen (HW),2017-02-13,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Kleedruimte heren kelder douchemengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,,
Nieuwehagen (HW),2017-02-13,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Kleedruimte dames kelder douchemengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen",KW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,,
Nieuwehagen (HW),2017-02-13,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Kleedruimte dames kelder douchemengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,,
Nieuwehagen (HW),2017-02-13,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 116 wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,116,
Nieuwehagen (HW),2017-02-13,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 116 wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,116,
Nieuwehagen (HW),2017-02-13,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.06 wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,2.06,
Nieuwehagen (HW),2017-02-13,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.06 wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,2.06,
Nieuwehagen (HW),2017-02-13,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.13 (flexplek) wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,2.13,
Nieuwehagen (HW),2017-02-13,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.13 (flexplek) wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,2.13,
Nieuwehagen (HW),2017-02-13,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Spoelruimte Bg afd. PG keukenmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,,
Nieuwehagen (HW),2017-02-13,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Spoelruimte Bg afd. PG keukenmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,,
Nieuwehagen (HW),2017-02-13,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.39 tapkraan tweede verdieping,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,2.39,
Nieuwehagen (HW),2017-02-13,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.07/2.08 (behandelkamer) wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,2.07,2.08
Nieuwehagen (HW),2017-02-13,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.07/2.08 (behandelkamer) wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,2.07,2.08
Nieuwehagen (HW),2017-02-13,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 314 wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,314,
Nieuwehagen (HW),2017-02-13,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 314 wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,314,
Nieuwehagen (HW),2017-02-13,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tappunten in Appartementen/kamers & kantoren die langer dan één week leeg staan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,,
Nieuwehagen (HW),2017-02-13,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tappunten in Appartementen/kamers & kantoren die langer dan één week leeg staan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,,
Nieuwehagen (HW),2017-02-13,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tapkraan boven het aanrecht in de huiskamer 2.42 tweede verdieping,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,2.42,
Nieuwehagen (HW),2017-02-13,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tapkraan boven het aanrecht in de huiskamer 1.47 eerste verdieping,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,1.47,
Nieuwehagen (HW),2017-02-13,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tapkraan boven het aanrecht in de eetkamer eerste verdieping,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,,
Nieuwehagen (HW),2017-02-13,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tapkraan boven het aanrecht in de huiskamer 4 PG afdeling begane grond,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Jeffrey Benschop,2017-02-16 12:40:48,JA,,
Nieuwehagen (HW),2017-02-20,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Kleedruimte heren kelder douchemengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,,
Nieuwehagen (HW),2017-02-20,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Kleedruimte heren kelder douchemengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,,
Nieuwehagen (HW),2017-02-20,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Kleedruimte dames kelder douchemengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen",KW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,,
Nieuwehagen (HW),2017-02-20,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Kleedruimte dames kelder douchemengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,,
Nieuwehagen (HW),2017-02-20,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 116 wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,116,
Nieuwehagen (HW),2017-02-20,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 116 wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,116,
Nieuwehagen (HW),2017-02-20,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.06 wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,2.06,
Nieuwehagen (HW),2017-02-20,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.06 wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,2.06,
Nieuwehagen (HW),2017-02-20,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.13 (flexplek) wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,2.13,
Nieuwehagen (HW),2017-02-20,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.13 (flexplek) wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,2.13,
Nieuwehagen (HW),2017-02-20,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Spoelruimte Bg afd. PG keukenmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,,
Nieuwehagen (HW),2017-02-20,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Spoelruimte Bg afd. PG keukenmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,,
Nieuwehagen (HW),2017-02-20,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.39 tapkraan tweede verdieping,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,2.39,
Nieuwehagen (HW),2017-02-20,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.07/2.08 (behandelkamer) wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,2.07,2.08
Nieuwehagen (HW),2017-02-20,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.07/2.08 (behandelkamer) wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,2.07,2.08
Nieuwehagen (HW),2017-02-20,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 314 wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,314,
Nieuwehagen (HW),2017-02-20,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 314 wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,314,
Nieuwehagen (HW),2017-02-20,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tappunten in Appartementen/kamers & kantoren die langer dan één week leeg staan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,,
Nieuwehagen (HW),2017-02-20,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tappunten in Appartementen/kamers & kantoren die langer dan één week leeg staan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,,
Nieuwehagen (HW),2017-02-20,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tapkraan boven het aanrecht in de huiskamer 2.42 tweede verdieping,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,2.42,
Nieuwehagen (HW),2017-02-20,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tapkraan boven het aanrecht in de huiskamer 1.47 eerste verdieping,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,1.47,
Nieuwehagen (HW),2017-02-20,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tapkraan boven het aanrecht in de eetkamer eerste verdieping,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,,
Nieuwehagen (HW),2017-02-20,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tapkraan boven het aanrecht in de huiskamer 4 PG afdeling begane grond,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Roland Rozenveld,2017-02-24 00:42:19,JA,,
Nieuwehagen (HW),2017-02-27,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Kleedruimte heren kelder douchemengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Roland Rozenveld,2017-03-04 22:48:26,JA,,
Nieuwehagen (HW),2017-02-27,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Kleedruimte heren kelder douchemengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Roland Rozenveld,2017-03-04 22:48:26,JA,,
